Employee ID,Name,Email Address,Phone No.,Gender,City,Department,Joining Date,Last Review Date,Salary (INR),Monthly Revenue,Is Active?,Performance Rating,Product Sold,Units_Sold,Discount %
EMP6160,Lakshmi Bose,lakshmi.bose@outlook.com,4932664322,na,Mumbai,Engineering,11/17/2020,01.08.2020,172425,$11784.93,FALSE,4,Tablet,99,33%
EMP2746,Neha Chopra,neha.chopra@company.in,N/A,Man,Mumbai,Marketting,17 Jan 2020,na,133320,49205.37,Yes,4,Mobile,,28%
EMP3442,divya sharma,divya.sharma@hotmail.com,5982620450,m,Pune,FINANCE,2023/06/25,2021/04/29,71413,1726.92,YES,N/A,Mobile,20,14%
EMP1901,Lakshmi Iyer,lakshmi.iyer@hotmail.com,9834301871,MAN,Lucknow,Finance,27.09.2023,2024-01-06,"$122,735",,y,4,Speaker,148,46%
EMP4362,Arjun Iyer,arjun.iyer@gmail,8393352904,M,Delhi,Sls,na,??,Rs.38736,(21337.55),Y,,Headphones,23,58%
EMP5139,Rohit Pandey,rohit.pandey@yahoo.com,3839728339,male,Jaipur,Marketing,2022/03/13,06 Mar 2023,160549,46245.61,0,1,,95,56%
EMP5572,Siddharth Joshi,siddharth.joshi@hotmail.com,N/A,Female,Pune,S@les,25.03.2024,21 Jun 2021,114376,31265.76,INACTIVE,6,Smartwatch,481,27%
EMP3487,deepa mehta,deepa.mehta@yahoo.com,(450) 184-8197,male,Lucknow,Mktg,24.05.2020,2020-03-24,"$91,965",23593.02,INACTIVE,3.0,Mobile,375,38%
EMP8587,ANANYA SINGH,ananya.singh@yahoo.com,+910943913681,Male,Bangalore,Marketting,09.12.2021,2022-11-27,-,9731.11,F,2,Camera,441,13%
EMP7364,Sneha,sneha@company.in,9662782827,MAN,Pune,Salez,06 Oct 2020,24-Feb-23,153902.00 INR,42074.64,True,N/A,Smartwatch,148,29%
EMP7054,Arjun Verma,arjun.verma@hotmail.com,0000000000,O,Jaipur,H R,09 Nov 2021,21 Oct 2021,184747/-,41073.02,True,1,Tablet,42,29%
EMP6067,Siddharth Mishra,siddharth.mishra@yahoo.com,8591679541,F,Delhi,finance,2023/07/01,08/13/2021,29087%,11257.6,Y,4,Laptop,N/A,18%
,"Rao, Siddharth",rao.siddharthhotmail.com,+91-95231-20219,Woman,Kolkata,Human Resources,27-Feb-23,N/A,Rs.25312,48424.39,y,4,Smartwatch,304,19%
EMP8018,Meera,meera@gmail.com,+91-03374-69833,WOMAN,Hyderabad,MKTG,12/06/2023,2020/10/04,135265.00 INR,42952.27,F,1,Monitor,260,13%
EMP3673,RAJESH PILLAI,rajesh.pillai@gmail.com,+91-31978-99901,Male,Ahmedabad,sales,07-Aug-20,22-Apr-23,170431.00 INR,(39143.38),NO,2,Camera,316,3%
EMP6250,Suresh Gupta,N/A,+918640155778,MALE,Pune,Operations,20-Jan-21,2022/03/11,"$45,171",14159.17,0,1,Tablet,216,41%
EMP3587,Kiran Sharma,kiran.sharmacompany.in,N/A,Female,Delhi,Mktg,2020-03-15,"January 16, 2021",27429/-,30337.76,Y,5,Tablet,240,51%
EMP7188,Neha Reddy,neha.reddy@yahoo.com,6896270661,Non-binary,Jaipur,Ops,2021-06-10,"July 17, 2022",183865%,16995.09,1,5,Camera,474,25%
EMP3673,Rohit Shah,rohit.shah@@outlook.com,2726708666,Prefer not to say,Delhi,engineering,05-Jun-20,17-Apr-22,95664,15025.86,TRUE,2,Laptop,478,32%
EMP4575,Rahul Reddy,rahul.reddy@company.in,1827279559,Female,Mumbai,operations,2020/01/17,16.11.2021,Rs.51268,(18221.22),F,5,Speaker,243,16%
EMP4733,kavya mishra,kavya.mishra@outlook.com,3164752,female,Delhi,Fin,30-Nov-20,03 Aug 2023,39663/-,,1,5,Camera,256,58%
EMP2595,meera shah,meera.shah@company.in,0344096617,female,Delhi,operations,02-05-2023,02-02-2024,146038,7700.28 USD,YES,1,Camera,471,24%
EMP3292,Priya Singh,priya.singh@yahoo.com,+912315551651,woman,Kolkata,Ops,01/27/2023,2022/07/07,93355/-,3297.45,active,Bad,Laptop,120,55%
EMP6902,pooja joshi,pooja.joshi@outlook.com,5749025042,m,Jaipur,Oprns,05.04.2023,14-02-2022,64341.00 INR,$49892.13,1,5,Speaker,63,33%
EMP5022,Kavya,kavya@outlook.com,0311587605,MAN,Kolkata,Oprns,"October 14, 2023",2022-07-17,95320,47165.7,1,2,Monitor,139,59%
EMP9108,  Rohit Reddy  ,N/A,3745843845,Female,Kolkata,Oprns,"September 22, 2022",07 Oct 2020,Rs.169956,18933.3,1,4,Laptop,18,37%
EMP3104,"Malhotra, Neha",malhotra.neha@hotmail,2864330265,woman,Delhi,S@les,2021-01-21,07/30/2022,123973,20986.22,yes,7,Laptop,435,8%
EMP1055,Aditya Iyer,aditya.iyer@hotmail.com,91141 60091,F,Delhi,OPERATIONS,16-Feb-21,06-Apr-23,"$186,946",940.87,y,1,Speaker,133,2%
EMP5216,Arjun Pandey,arjun.pandey@gmail.com,5670789775,male,Hyderabad,Engg.,2021/06/15,03 Sep 2022,59141%,$10708.98,active,1,Mobile,426,56%
EMP2928,KIRAN PATEL,kiran.patel@yahoo.com,72214 55937,MALE,Bangalore,Marketing,2022/01/15,12/07/2021,91107.00 INR,40719.68,?,2.8,Speaker,491,36%
EMP9393,aditya singh,,8583339452,F,Pune,Operations,07.04.2024,2023-04-08,164959/-,42441.4,False,1,Headphones,403,18%
EMP4565,siddharth bose,siddharth.bose@gmail.com,8568119397,Man,Hyderabad,Oprns,2023/09/06,30-Jun-22, 122099 ,28233.56,1,3,Camera,276,48%
EMP1199,Siddharth,siddharth@gmail.com,(498) 042-5373,WOMAN,Delhi,Marketting,07/21/2023,2020/09/17,42824%,$49498.41,active,8,Smartwatch,386,55%
EMP3653,Priya Kumar,priya.kumar@outlook.com,0000000000,female,Delhi,Finence,2020/11/11,15.01.2024,"$172,749",$43257.17,unknown,2,Speaker,16,40%
EMP8758,  Suresh Verma  ,suresh.verma@yahoo.com,9852973561,man,Kolkata,Human Resources,02/26/2023,2024-04-13,121923,43680.7,NO,1,Camera,208,44%
EMP2023,pooja pandey,POOJA.PANDEY@GMAIL.COM,8627633283,woman,Bangalore,ENGG,04/14/2022,07/24/2023,167168 ,37627.11,Y,4,Mobile,,42%
EMP3078,  Aditya Singh  ,aditya.singhoutlook.com,4221883458,Female,Jaipur,MKTG,2020-03-25,21 Feb 2022,86467,29651.13,true,5,Tablet,367,18%
EMP4261,Arjun Das,arjun.das@hotmail.com,,Woman,Pune,ENGG,"June 16, 2023",04-Nov-22,103588%,,YES,1,Smartwatch,401,37%
EMP5617,  Aarav Bose  ,N/A,8013875,Man,Kolkata,Engg.,2021-04-11,10/05/2021,Rs.161243,38232.55,False,4,Smartwatch,377,53%
EMP5918,"Pandey, Kavya",pandey.kavya@gmail.com,(381) 664-9690,MALE,Jaipur,Engg.,2024/03/19,13-11-2021,106074,,Y,2,Tablet,42,54%
EMP5387,POOJA GUPTA,pooja.gupta@yahoo.com,(860) 205-0898,na,Bangalore,HumanResources,30-03-2023,06/06/2022,-,43466.33,NaN,3,Tablet,57,24%
EMP2560,Rahul Bose,rahul.bose@yahoo.com,+916042232536,FEMALE,Kolkata,Marketing,07/21/2023,"March 15, 2024",121749%,24658.2,INACTIVE,4,Camera,408,13%
EMP8085,Kavya Iyer,kavya.iyer@company.in,+91-14448-56451,WOMAN,Ahmedabad,Engg.,"June 07, 2022",18-May-24, 173273 ,26188.86,Active,1,Mobile,123,43%
EMP4614,Rahul Pandey,rahul.pandey@outlook.com,+919627365271,M,Ahmedabad,Ops,na,2020-12-29,"$74,243",₹4066.41,NaN,5,Laptop,194,7%
EMP4684,divya rao,divya.rao@yahoo.com,2728129163,man,Kolkata,OPERATIONS,2022-07-15,17-Dec-20,169956,₹18116.94,Inactive,10,Monitor,259,27%
EMP2437,Neha Chopra,neha.chopra@outlook.com,6383806578,Man,Delhi,SALES,??,29-Apr-20,178089,(48712.0),No,1,Headphones,409,59%
EMP5227,Divya Rao,divya.rao@outlook.com,(723) 229-0310,WOMAN,Hyderabad,Fin,"May 04, 2020",03.02.2020,-,$17811.62,y,2,Camera,349,41%
EMP2762,Pooja Pandey,pooja.pandey@hotmail.com,,Man,Mumbai,engineering,2022/05/29,28 May 2020,Rs.122508,$16065.42,INACTIVE,4,Camera,288,18%
EMP5053,Rahul Bose,rahul.bose@company.in,+91-37912-12110,Male,Pune,Oprns,01-05-2022,31-May-20,152069/-,2284.66,TRUE,5,Smartwatch,92,47%
EMP5511,Rahul Pandey,N/A,+91-57437-48969,Woman,Lucknow,finance,09/03/2021,"November 19, 2021",97583/-,35699.14,TRUE,2,Speaker,349,1%
EMP6144,  Pooja Joshi  ,pooja.joshi@hotmail.com,8989596,Man,Chennai,Ops,"September 21, 2021",09/17/2021,-,₹37772.58,No,4,Smartwatch,136,none
EMP6322,Divya Shah,divya.shah@company.in,6211022580,Man,Lucknow,Operations,08-Jun-22,09/22/2022,89945,₹36597.8,true,4.9,Speaker,362,6%
EMP5968,"Shah, Aditya",shah.aditya@gmail,N/A,FEMALE,Bangalore,Sls,27-Oct-20,2020/03/21, 148945 ,$8937.67,no,5,Monitor,497,42%
EMP8003,Aditya Shah,aditya.shah@outlook.com,,F,Bangalore,MKTG,30-Jan-23,05 Oct 2022,177296,26583.82,0,7,Headphones,9,30%
EMP3677,SURESH SHARMA,suresh.sharma@yahoo.com,5076487177,male,Lucknow,engineering,2020-04-12,14 Jan 2023,Rs.140528,34043.09,true,3,Camera,389,45%
EMP7798,Priya Pillai,,(405) 166-5451,Prefer not to say,Mumbai,Finence,06-Jun-23,2020/01/11,Rs.77878,20623.53,y,na,Laptop,232,
EMP9222,Rohit Rao,rohit.rao@gmail,+914976987313,male,Kolkata,Finence,"March 15, 2024",02/21/2022,152128/-,2930.66,1,Average,Headphones,496,37%
EMP6927,Pooja Malhotra,pooja.malhotra@gmail.com,08115 56260,M,Hyderabad,Oprns,2021-08-28,"October 26, 2023",107233,891.16 USD,FALSE,9,Monitor,455,41%
EMP7061,Suresh Verma,suresh.verma@gmail.com,,Female,Lucknow,Mktg,"January 17, 2022",27-07-2021,"$68,747",,YES,3,Monitor,171,8%
EMP1276,ARJUN KUMAR,arjun.kumar@company.in,6205459671,Other,Kolkata,marketing,unknown,15.03.2022,47686,35351.94,na,4,Mobile,419,37%
EMP5215,sneha rao,sneha.rao@yahoo.com,+91-54932-96685,F,Ahmedabad,H.R.,"January 14, 2020","July 03, 2022",-,28857.43 USD,1,1,Tablet,258,56%
EMP2790,Sneha Patel,sneha.patel@yahoo.com,8726247317,female,Jaipur,Sales,23 Mar 2024,21-Sep-22,130130,$8649.54,T,na,Monitor,152,3%
EMP6953,Meera Sharma,,(020) 801-9290,Woman,Chennai,Engg.,"March 07, 2020",18-03-2023,70443,₹17750.55,True,2,Laptop,192,51%
EMP3283,KIRAN KUMAR,kiran.kumar@outlook.com,8633302126,woman,Mumbai,Oprns,31-May-20,19-11-2020,"$62,035",4314.73,FALSE,?,Smartwatch,370,50%
EMP8785,SURESH PANDEY,suresh.pandey@@yahoo.com,+91-66941-79967,MAN,Ahmedabad,H R,"December 21, 2021",03 Jun 2020,157138,6070.96,Y,3,Mobile,150,34%
EMP7399,Priya Das,priya.das@yahoo.com,+91-83848-87638,Male,Kolkata,sales,2021-05-02,01/04/2021,"$182,975",42561.37,F,2,Speaker,402,32%
EMP4197,Aditya Sharma,aditya.sharmayahoo.com,+91-01193-91038,WOMAN,Pune,HR,2021-05-13,30.04.2020,51493,$36000.35,TRUE,4,Mobile,478,50%
EMP9680,Pooja Bose,pooja.bose@company.in,7659916247,Other,Jaipur,marketing,22-01-2021,01/15/2020,123311,,TRUE,5,Speaker,314,43%
EMP4270,DEEPA MALHOTRA,deepa.malhotra@gmail.com,N/A,Man,Bangalore,Ops,08-Mar-23,11 Feb 2023, 133036 ,29961.31 USD,true,1,Tablet,104,51%
EMP4875,Sneha,sneha@gmail.com,+91-75000-30566,Prefer not to say,Bangalore,SALES,"March 04, 2022",18 Jun 2021,166914,44911.53 USD,True,4,Laptop,272,26%
EMP8206,Rahul Bose,rahul.bosegmail.com,3455812236,female,Pune,FINANCE,01-05-2022,2022-05-10,178112,1466.83,N,3,Speaker,489,34%
EMP6597,  Aditya Mehta  ,aditya.mehta@yahoo.com,95020 97002,NB,Kolkata,Finance,08/22/2023,07-Oct-23,117535,19130.63,T,Good,Camera,228,none
EMP4546,Vikram Reddy,vikram.reddy@outlook.com,(912) 896-5999,WOMAN,Hyderabad,Eng,2020/07/06,31-08-2022,Rs.38681,40458.1,Yes,1,Speaker,198,22%
EMP2527,KIRAN SHAH,kiran.shah@company.in,5280988516,woman,Hyderabad,H R,01.10.2021,05 Nov 2022,151403/-,5856.81,T,2,Laptop,337,17%
EMP6049,Rahul,rahul@gmail.com,N/A,MAN,Kolkata,Human Resources,03 Jul 2020,24-Nov-20,193933.00 INR,2177.14,N,4,Camera,449,6%
EMP9063,neha singh,neha.singh@gmail,7433800,Male,Pune,Marketing,18 Jun 2023,03-Apr-21,114213,38584.01,FALSE,4.4,Mobile,475,51%
EMP1504,Meera Malhotra,meera.malhotra@company.in,3268424508,Male,na,Marketting,01/26/2023,12.03.2024,194327,₹7551.53,No,2,Laptop,478,35%
EMP6209,Vikram Gupta,vikram.gupta@hotmail.com,+91-30993-84253,F,Lucknow,Mktg,01/29/2024,09/20/2023,126742,32431.04,N,3,Monitor,254,37%
EMP7077,Lakshmi Malhotra,lakshmi.malhotra@company.in,+91-95828-19022,WOMAN,Lucknow,Operations,"October 08, 2020",19-Jan-21,"$146,142",16744.23,Yes,1,Headphones,390,33%
EMP2023,pooja pandey,pooja.pandey@gmail.com,8627633283,woman,Bangalore,ENGG,04/14/2022,07/24/2023,167168,37627.11,Y,4,Mobile,,42%
EMP8920,  Rajesh Pillai  ,rajesh.pillai@@hotmail.com,+91-13787-65530,Man,na,HumanResources,2021-11-24,16.01.2020,Rs.47341,5250.88,Inactive,4,Camera,416,none
EMP9160,  Rajesh Malhotra  ,rajesh.malhotra@gmail.com,32086 52377,woman,Kolkata,Eng,16-08-2022,06-05-2020,189967,40856.91,,3,Laptop,N/A,43%
EMP5346,divya gupta,divya.gupta@hotmail.com,7888975358,man,Hyderabad,Engineering,"July 23, 2021",03/05/2022, 175431 ,,0,3.3,Mobile,N/A,10%
EMP7831,Meera Rao,meera.rao@yahoo.com,+91-49998-27950,Man,Mumbai,Marketting,"May 12, 2020","September 06, 2020",,34943.56,ACTIVE,5,Monitor,310,45%
EMP9151,Siddharth Rao,siddharth.rao@outlook.com,8416169284,MALE,Lucknow,OPERATIONS,07-Dec-20,27.03.2020,139017/-,49011.35,active,5,Tablet,74,43%
EMP7341,AARAV DAS,aarav.das@yahoo,4530693588,m,Bangalore,HR,03/14/2020,2024-01-04,157423/-,45297.65,TRUE,3,Camera,219,none
EMP4586,Arjun Singh,arjun.singhcompany.in,(294) 209-5481,WOMAN,Bangalore,marketing,2023-12-13,2021/11/13,80210,₹46754.43,F,4,Smartwatch,338,10%
EMP3451,Deepa Pandey,deepa.pandey@yahoo.com,8039662038,woman,Chennai,Operations,13-Sep-23,2020/01/26,-,17228.33,ACTIVE,5,Headphones,176,8%
EMP9295,Aarav Chopra,aarav.chopra@yahoo.com,6259062003,Man,Kolkata,hr,02/01/2024,"July 06, 2022",152323,10838.86,Active,5,Smartwatch,307,16%
EMP2109,  Deepa Gupta  ,deepa.guptagmail.com,6750762799,f,Hyderabad,engineering,07.08.2023,2020/06/09,N/A,13286.6,1,2,,235,51%
EMP2924,Kiran Nair,kiran.nair@gmail.com,+91-24362-58542,Female,Ahmedabad,Finence,2020-07-19,"May 06, 2021",47186,28759.23,y,2,Smartwatch,499,56%
EMP7399,Rajesh,rajesh@hotmail.com,2595724461,woman,Lucknow,Ops,"March 25, 2023",25.10.2021,"$130,846",1961.33,active,4,Headphones,414,50%
EMP1618,Rajesh Das,,+91-92962-22927,m,Lucknow,HumanResources,08 Jul 2022,25-Sep-21, 75860 ,47382.94,Yes,?,Headphones,71,3%
EMP7868,Meera Verma,meera.verma@yahoo.com,82251 20734,MALE,Hyderabad,SALES,28-Feb-20,2020-10-22,123837,(36264.87),yes,1,Mobile,244,26%
EMP8925,Sneha Verma,sneha.verma@company.in,(304) 483-6085,man,Kolkata,marketing,"April 21, 2020",24.03.2021, 36961 ,20785.67,1,,Camera,277,none
EMP1081,  Priya Kumar  ,priya.kumar@hotmail.com,(354) 378-8260,female,Pune,Marketing,25-05-2023,03/02/2023,N/A,46780.6,Yes,2,Speaker,294,55%
EMP8904,Siddharth Gupta,siddharth.gupta@yahoo.com,87449 56213,F,Jaipur,marketing,01-02-2023,26-07-2023,63096%,$30212.15,yes,1,Speaker,267,38%
EMP6618,Sneha Pandey,sneha.pandey@@hotmail.com,3393049366,F,Chennai,Finance,"November 02, 2020",,128490,,active,2,Smartwatch,9,37%
EMP4389,Kiran Sharma,kiran.sharma@yahoo.com,,man,Ahmedabad,Finance,12-04-2022,2022-11-24,Rs.86277,34849.12,No,1,Tablet,296,5%
EMP9011,Meera Joshi,meera.joshi@outlook.com,8441986652,male,Ahmedabad,operations,10-Mar-24,"January 08, 2023",Rs.96203,30976.01,active,2,Laptop,170,6%
EMP2986,Rohit Gupta,rohit.gupta@outlook.com,+911856724380,MAN,Kolkata,ENGG,18-03-2020,2023/12/23,146699%,3877.74,Y,3,Tablet,311,18%
EMP7776,Rajesh Reddy,rajesh.reddycompany.in,(971) 967-0683,male,N/A,sales,17-12-2021,08 May 2024,96331,2177.42,1,3,Speaker,337,43%
EMP8905,Neha Joshi,neha.joshi@company.in,8263982146,FEMALE,Chennai,operations,17-Apr-23,03-Jul-22,169681,19171.9,INACTIVE,4,Speaker,0,51%
EMP9877,  Divya Mehta  ,divya.mehta@@outlook.com,0220509386,FEMALE,Chennai,Ops,02.09.2021,06/02/2023, 99335 ,31490.26,,4,Tablet,279,24%
EMP4892,Priya Pillai,priya.pillai@@gmail.com,+91-45054-44713,unknown,Pune,HumanResources,05/03/2022,2021-03-08,160397,41140.36,Yes,9,Laptop,449,53%
EMP8311,"Chopra, Priya",chopra.priya@outlook.com,N/A,MAN,Lucknow,OPERATIONS,2022-07-18,16-05-2023,168482/-,31617.45,TRUE,3,,342,38%
EMP6618,Sneha Pandey,sneha.pandey@@hotmail.com,3393049366,F,Chennai,Finance,"November 02, 2020",,128490,,active,2,Smartwatch,9,37%
EMP4130,Deepa Joshi,deepa.joshi@yahoo.com,(642) 429-5633,MALE,Ahmedabad,HR,30.09.2022,15-Dec-21,"$69,688",41818.85,0,4,Smartwatch,359,35%
EMP2475,Siddharth Malhotra,siddharth.malhotra@yahoo.com,(622) 517-9086,man,Delhi,ENGG,19 Feb 2023,28 Aug 2023,162428/-,4046.38,Active,4,Camera,177,1%
EMP2215,Meera Mehta,meera.mehta@outlook.com,+910054119986,Female,Lucknow,Ops,20-Oct-21,06-May-20,115030,4674.29,ACTIVE,4,Tablet,470,26%
EMP6025,Deepa Sharma,deepa.sharma@yahoo.com,9488218849,woman,Hyderabad,HR,25-07-2020,25.11.2020,197100,4571.96,True,4,Speaker,N/A,6%
EMP5982,Suresh Joshi,suresh.joshi@company.in,(887) 719-0659,Male,Chennai,Finance,2024/04/11,27-Aug-23,72576,22076.31,NaN,3,Mobile,169,31%
EMP9937,Rahul Das,rahul.das@outlook.com,+91-01679-30148,MALE,Lucknow,Operations,29-04-2024,2021/09/30,Rs.35132,28310.15,false,5,Mobile,309,N/A
EMP7931,Rajesh,rajesh@gmail.com,0848729758,?,Bangalore,Operations,19-09-2023,2021/01/20,81416,₹30306.15,TRUE,9,Smartwatch,333,25%
EMP9341,  Neha Chopra  ,NEHA.CHOPRA@GMAIL.COM,4471893953,Female,Kolkata,HumanResources,28-03-2024,"December 20, 2020",158469% ,,,2.0,Camera,458,54%
EMP7352,"Bose, Arjun",bose.arjun@company.in,,woman,Delhi,sales,09-01-2021,10-05-2020,185362/-,11239.43,Y,5,Mobile,442,9%
EMP1672,Sneha Verma,sneha.verma@gmail.com,+91-88421-63090,MALE,Bangalore,Eng,"June 20, 2023",25 Dec 2021,-,(38236.39),NaN,5,,293,17%
EMP7729,Vikram Reddy,vikram.reddy@gmail.com,0243765456,FEMALE,Ahmedabad,OPERATIONS,2020/11/27,07-06-2022,"$77,026",(14602.54),yes,2,Monitor,137,31%
EMP9598,RAHUL RAO,rahul.raohotmail.com,3588916,F,Jaipur,Finance,2020/01/24,19-Aug-22,44625,,y,4,Headphones,0,28%
EMP4643,  Pooja Iyer  ,pooja.iyer@hotmail.com,90600 78068,female,Bangalore,S@les,22-03-2024,12 Apr 2022,102539/-,$49948.11,FALSE,10,Laptop,238,55%
EMP1969,kiran iyer,KIRAN.IYER@OUTLOOK.COM,N/A,Female,Hyderabad,Engineering,22 Jul 2023,2021/07/21,Rs.59393 ,none,?,2.0,Laptop,389,5%
EMP9818,Ananya Shah,ananya.shah@yahoo.com,(411) 659-7263,Woman,Ahmedabad,H.R.,na,"April 06, 2023",N/A,37960.14,ACTIVE,1,Speaker,75,34%
EMP3855,Sneha Iyer,sneha.iyer@hotmail.com,+91-35952-05610,?,Hyderabad,Operations,2022-03-25,26-01-2023,126412,$24136.28,0,5,Tablet,490,12%
EMP2821,"Rao, Divya",rao.divya@yahoo.com,+911775123959,Man,Kolkata,Operations,10-Apr-24,??,101734.00 INR,37038.22,NO,?,Camera,,
EMP7059,Suresh Sharma,suresh.sharma@company.in,(452) 118-2379,MAN,Lucknow,Engineering,20-Apr-24,29.09.2021, 34570 ,28482.96,ACTIVE,5,Monitor,334,29%
EMP2185,Deepa Mehta,deepa.mehtayahoo.com,6836759017,Woman,Chennai,hr,"September 03, 2020",2023/06/17,"$116,871",15550.25,Yes,4,Mobile,127,8%
EMP3808,Suresh Malhotra,suresh.malhotragmail.com,(209) 702-3164,male,Pune,Finance,17.12.2020,2022-04-21,Rs.54030,21211.45,1,2,Monitor,295,37%
EMP6751,Divya Kumar,divya.kumar@company.in,6071748113,female,Pune,Engg.,19-08-2022,05-Feb-23,"$132,638",34349.28,False,4,Tablet,357,51%
EMP5807,"Iyer, Arjun",,0424624561,MAN,Chennai,Marketing,"February 23, 2020",12/28/2023,-,none,Yes,na,Tablet,299,14%
EMP3988,Rohit Shah,rohit.shah@gmail.com,(486) 298-5797,m,Jaipur,Engineering,2022/11/21,na,175057,$48008.49,Inactive,4,Mobile,359,55%
EMP6132,pooja kumar,pooja.kumar@hotmail.com,+91-57567-66708,female,Lucknow,H.R.,03.04.2023,"January 17, 2023",Rs.127933,33668.92,n,1,Smartwatch,333,38%
EMP6241,"Iyer, Pooja",iyer.pooja@outlook,+91-95180-23806,FEMALE,Chennai,HR,na,"August 20, 2021",88591%,29788.7,0,10,Headphones,478,14%
EMP1894,  Kiran Patel  ,kiran.patel@company.in,N/A,MALE,Delhi,Salez,27-Mar-20,08 Jan 2020,147299,12331.44,na,?,Tablet,4,4%
EMP2023,pooja pandey,pooja.pandey@gmail.com,8627633283,woman,Bangalore,ENGG,04/14/2022,07/24/2023,167168,37627.11,Y,4,Mobile,,42%
EMP5949,Sneha Rao,sneha.rao@hotmail.com,9639382761,woman,Kolkata,finance,20 Jan 2023,10/03/2023,175520,6158.98,true,Bad,Speaker,,38%
EMP7161,Kiran Mishra,kiran.mishra@company.in,N/A,WOMAN,Hyderabad,Fin,01.11.2023,12/13/2023,132373,14880.21 USD,NO,5,Smartwatch,481,42%
EMP5120,Ananya Patel,ananya.patel@hotmail,15398 39122,male,Hyderabad,OPERATIONS,2022/03/27,01/23/2024,104943,33236.08,INACTIVE,1,Mobile,0,57%
EMP8253,deepa singh,deepa.singhyahoo.com,3899204573,m,Mumbai,finance,12-Mar-20,10-Apr-20,74135.00 INR,25142.79,F,2,Mobile,,6%
EMP3808,Suresh Malhotra,suresh.malhotragmail.com,(209) 702-3164,male,Pune,Finance,17.12.2020,2022-04-21,Rs.54030,21211.45,1,2,Monitor,295,37%
EMP1416,RAJESH MEHTA,rajesh.mehta@hotmail.com,37118 42547,,Jaipur,ENGG,12 Nov 2022,25 Oct 2023,77082,18019.86,y,5,Headphones,272,10%
EMP6563,  Vikram Patel  ,vikram.patelcompany.in,(624) 467-0462,female,Mumbai,HumanResources,02/09/2024,08-04-2022,N/A,19507.52,inactive,1,Smartwatch,60,51%
EMP8401,Deepa Das,deepa.das@gmail.com,7942007494,Man,Bangalore,Finence,30-07-2021,12/29/2022,128626,41609.66,NaN,5,Camera,485,16%
EMP9185,Kiran Shah,kiran.shah@yahoo.com,+91-88574-48906,m,Ahmedabad,Operations,10.07.2022,"January 07, 2022",Rs.132940,43434.74,Active,5,Smartwatch,345,49%
EMP9805,Siddharth Gupta,siddharth.gupta@outlook.com,2884318848,Female,na,finance,"May 09, 2021",10/31/2022,122774/-,(25621.22),false,5,Monitor,121,37%
EMP8607,Siddharth Nair,,N/A,male,Pune,Operations,20.11.2022,2020-08-15,"$187,302",18638.43,n,7,Camera,59,47%
EMP4741,Deepa Rao,deepa.rao@outlook.com,6022939469,OTHER,Chennai,Marketing,2022-05-01,23-Jan-21,27734,20075.69,active,1,Mobile,406,11%
EMP9171,Vikram Nair,vikram.nair@outlook.com,1687339500,WOMAN,Hyderabad,Salez,"October 01, 2020",2024-04-13,"$130,010",none,YES,5,Mobile,50,50%
EMP2158,  Divya Reddy  ,divya.reddy@gmail.com,0258963217,Man,Jaipur,engineering,2020-11-06,"April 10, 2022","$139,143",₹21748.71,INACTIVE,3,Headphones,496,51%
EMP1821,SURESH DAS,suresh.das@hotmail.com,82081 21913,?,Lucknow,S@les,2020-06-16,03.03.2023,78545,16052.1 USD,active,3,Mobile,,13%
EMP8548,Siddharth Mehta,siddharth.mehta@gmail.com,2967188,na,Ahmedabad,Engineering,"June 24, 2021",23 Dec 2021,78973,4219.65,active,4,Mobile,417,33%
EMP4641,SNEHA SHARMA,sneha.sharma@yahoo.com,6519941013,M,Pune,Sales,02-08-2022,2023-03-21,128546%,19445.11,TRUE,4,Laptop,316,18%
EMP3285,Rohit Nair,rohit.nairhotmail.com,1816125590,woman,Hyderabad,Salez,2023/05/17,2021-06-25,"$39,098",28297.1,True,2,Tablet,474,4%
EMP4700,"Mishra, Rajesh",mishra.rajesh@yahoo.com,,female,Chennai,Human Resources,05/06/2022,"March 15, 2020",165536.00 INR,37483.69,F,N/A,Speaker,495,2%
EMP5310,rahul malhotra,rahul.malhotra@yahoo.com,6121203843,OTHER,Pune,Oprns,2024-02-03,26-12-2022,116843,none,y,2,Headphones,450,51%
EMP1152,  Kiran Mishra  ,kiran.mishragmail.com,1627136111,other,Delhi,Ops,20-05-2020,02-Dec-20,80851,7993.02,0,1,Mobile,197,27%
EMP5919,Vikram Verma,vikram.verma@company.in,(136) 442-4936,Male,Chennai,MKTG,2023-02-20,16 Mar 2020,"$60,764",39588.66 USD,inactive,4.8,Laptop,,19%
EMP6761,Ananya Das,ananya.das@company.in,N/A,male,Ahmedabad,Human Resources,2024-01-11,05/24/2021,37292,$41152.28,Active,1,Camera,61,1%
EMP3701,"Iyer, Pooja",iyer.pooja@outlook.com,59611 11028,Prefer not to say,Delhi,Sales,2022/08/23,19.08.2021,118651,(4832.25),true,5,Laptop,421,50%
EMP1369,Aditya Mishra,aditya.mishra@hotmail.com,23166 00767,?,Mumbai,HumanResources,30-Jul-21,01-07-2021,74301/-,$22675.46,Inactive,Excellent,Monitor,367,3%
EMP6844,SIDDHARTH GUPTA,N/A,5592277641,m,Jaipur,HR,01.01.2021,01 Feb 2024,96063,46305.3 USD,N,5,Headphones,154,15%
